"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN"
"GME00123970","HOLZKIRCHEN, GM","2000-01-01","0.30","13.4","35","27"
"GME00123970","HOLZKIRCHEN, GM","2000-01-02","0.00","11.4","42","26"
"GME00123970","HOLZKIRCHEN, GM","2000-01-03","0.00","9.4","40","21"
"GME00123970","HOLZKIRCHEN, GM","2000-01-04","0.09","8.3","43","20"
"GME00123970","HOLZKIRCHEN, GM","2000-01-05","0.01","7.5","43","32"
"GME00123970","HOLZKIRCHEN, GM","2000-01-06","0.00","6.7","51","23"
"GME00123970","HOLZKIRCHEN, GM","2000-01-07","0.00","5.9","49","26"
"GME00123970","HOLZKIRCHEN, GM","2000-01-08","0.00","5.5","46","23"
"GME00123970","HOLZKIRCHEN, GM","2000-01-09","0.14","5.5","36","22"
"GME00123970","HOLZKIRCHEN, GM","2000-01-10","0.00","6.7","33","27"
"GME00123970","HOLZKIRCHEN, GM","2000-01-11","0.00","6.3","28","26"
"GME00123970","HOLZKIRCHEN, GM","2000-01-12","0.00","6.3","28","23"
"GME00123970","HOLZKIRCHEN, GM","2000-01-13","0.00","6.3","32","16"
"GME00123970","HOLZKIRCHEN, GM","2000-01-14","0.00","6.3","35","11"
"GME00123970","HOLZKIRCHEN, GM","2000-01-15","0.01","6.3","20","11"
"GME00123970","HOLZKIRCHEN, GM","2000-01-16","0.00","6.7","25","16"
"GME00123970","HOLZKIRCHEN, GM","2000-01-17","0.22","6.3","36","22"
"GME00123970","HOLZKIRCHEN, GM","2000-01-18","0.19","5.1","36","32"
"GME00123970","HOLZKIRCHEN, GM","2000-01-19","0.01","6.7","33","24"
"GME00123970","HOLZKIRCHEN, GM","2000-01-20","0.02","6.3","31","22"
"GME00123970","HOLZKIRCHEN, GM","2000-01-21","0.75","7.1","31","27"
"GME00123970","HOLZKIRCHEN, GM","2000-01-22","0.58","16.1","32","28"
"GME00123970","HOLZKIRCHEN, GM","2000-01-23","0.24","25.6","31","21"
"GME00123970","HOLZKIRCHEN, GM","2000-01-24","0.01","28.3","21","11"
"GME00123970","HOLZKIRCHEN, GM","2000-01-25","0.00","27.6","16","-6"
"GME00123970","HOLZKIRCHEN, GM","2000-01-26","0.00","27.6","28","-5"
"GME00123970","HOLZKIRCHEN, GM","2000-01-27","0.00","26.8","39","3"
"GME00123970","HOLZKIRCHEN, GM","2000-01-28","0.00","25.6","41","10"
"GME00123970","HOLZKIRCHEN, GM","2000-01-29","0.02","22.8","44","30"
"GME00123970","HOLZKIRCHEN, GM","2000-01-30","0.38","14.2","44","41"
"GME00123970","HOLZKIRCHEN, GM","2000-01-31","0.00","8.3","51","37"
"GME00123970","HOLZKIRCHEN, GM","2000-02-01","0.00","6.3","59","35"
"GME00123970","HOLZKIRCHEN, GM","2000-02-02","0.33","4.3","53","37"
"GME00123970","HOLZKIRCHEN, GM","2000-02-03","0.02","3.5","42","34"
"GME00123970","HOLZKIRCHEN, GM","2000-02-04","0.06","2.8","47","26"
"GME00123970","HOLZKIRCHEN, GM","2000-02-05","0.19","0.0","46","33"
"GME00123970","HOLZKIRCHEN, GM","2000-02-06","0.00","0.0","58","35"
"GME00123970","HOLZKIRCHEN, GM","2000-02-07","0.15","0.0","48","36"
"GME00123970","HOLZKIRCHEN, GM","2000-02-08","0.48","0.0","54","39"
"GME00123970","HOLZKIRCHEN, GM","2000-02-09","0.54","0.0","48","31"
"GME00123970","HOLZKIRCHEN, GM","2000-02-10","0.19","3.5","48","32"
"GME00123970","HOLZKIRCHEN, GM","2000-02-11","0.20","1.6","37","32"
"GME00123970","HOLZKIRCHEN, GM","2000-02-12","0.00","1.2","35","32"
"GME00123970","HOLZKIRCHEN, GM","2000-02-13","0.63","0.0","42","31"
"GME00123970","HOLZKIRCHEN, GM","2000-02-14","0.20","0.8","37","30"
"GME00123970","HOLZKIRCHEN, GM","2000-02-15","0.37","0.0","42","35"
"GME00123970","HOLZKIRCHEN, GM","2000-02-16","0.30","0.0","39","32"
"GME00123970","HOLZKIRCHEN, GM","2000-02-17","0.25","1.6","33","24"
"GME00123970","HOLZKIRCHEN, GM","2000-02-18","0.48","4.7","36","26"
"GME00123970","HOLZKIRCHEN, GM","2000-02-19","0.41","3.1","38","33"
"GME00123970","HOLZKIRCHEN, GM","2000-02-20","0.43","3.5","34","30"
"GME00123970","HOLZKIRCHEN, GM","2000-02-21","0.00","8.7","34","21"
"GME00123970","HOLZKIRCHEN, GM","2000-02-22","0.00","5.5","36","18"
"GME00123970","HOLZKIRCHEN, GM","2000-02-23","0.00","4.3","36","25"
"GME00123970","HOLZKIRCHEN, GM","2000-02-24","0.37","3.5","42","31"
"GME00123970","HOLZKIRCHEN, GM","2000-02-25","0.24","2.4","49","37"
"GME00123970","HOLZKIRCHEN, GM","2000-02-26","0.00","0.0","47","33"
"GME00123970","HOLZKIRCHEN, GM","2000-02-27","0.00","0.0","54","30"
"GME00123970","HOLZKIRCHEN, GM","2000-02-28","0.00","0.0","66","30"
"GME00123970","HOLZKIRCHEN, GM","2000-02-29","0.00","0.0","52","37"
"GME00123970","HOLZKIRCHEN, GM","2000-03-01","0.39","0.0","43","33"
"GME00123970","HOLZKIRCHEN, GM","2000-03-02","0.09","1.2","43","30"
"GME00123970","HOLZKIRCHEN, GM","2000-03-03","0.30","0.0","50","28"
"GME00123970","HOLZKIRCHEN, GM","2000-03-04","0.13","0.0","44","28"
"GME00123970","HOLZKIRCHEN, GM","2000-03-05","0.01","1.2","33","24"
"GME00123970","HOLZKIRCHEN, GM","2000-03-06","0.00","0.0","49","21"
"GME00123970","HOLZKIRCHEN, GM","2000-03-07","0.00","0.0","54","27"
"GME00123970","HOLZKIRCHEN, GM","2000-03-08","0.26","0.0","51","39"
"GME00123970","HOLZKIRCHEN, GM","2000-03-09","0.15","0.0","58","45"
"GME00123970","HOLZKIRCHEN, GM","2000-03-10","0.12","0.0","48","42"
"GME00123970","HOLZKIRCHEN, GM","2000-03-11","0.04","0.0","56","41"
"GME00123970","HOLZKIRCHEN, GM","2000-03-12","0.00","0.0","51","34"
"GME00123970","HOLZKIRCHEN, GM","2000-03-13","0.02","0.0","50","27"
"GME00123970","HOLZKIRCHEN, GM","2000-03-14","0.66","0.0","49","39"
"GME00123970","HOLZKIRCHEN, GM","2000-03-15","0.26","1.2","45","29"
"GME00123970","HOLZKIRCHEN, GM","2000-03-16","1.12","2.4","34","29"
"GME00123970","HOLZKIRCHEN, GM","2000-03-17","2.53","3.1","36","32"
"GME00123970","HOLZKIRCHEN, GM","2000-03-18","0.24","5.1","37","32"
"GME00123970","HOLZKIRCHEN, GM","2000-03-19","0.11","3.5","36","32"
"GME00123970","HOLZKIRCHEN, GM","2000-03-20","0.00","2.4","44","29"
"GME00123970","HOLZKIRCHEN, GM","2000-03-21","0.00","0.0","54","31"
"GME00123970","HOLZKIRCHEN, GM","2000-03-22","0.00","0.0","61","30"
"GME00123970","HOLZKIRCHEN, GM","2000-03-23","0.00","0.0","63","33"
"GME00123970","HOLZKIRCHEN, GM","2000-03-24","0.16","0.0","56","42"
"GME00123970","HOLZKIRCHEN, GM","2000-03-25","0.00","0.0","57","39"
"GME00123970","HOLZKIRCHEN, GM","2000-03-26","0.43","0.0","50","34"
"GME00123970","HOLZKIRCHEN, GM","2000-03-27","0.31","0.4","38","33"
"GME00123970","HOLZKIRCHEN, GM","2000-03-28","0.02","0.0","43","33"
"GME00123970","HOLZKIRCHEN, GM","2000-03-29","0.36","0.0","50","35"
"GME00123970","HOLZKIRCHEN, GM","2000-03-30","0.19","0.0","39","35"
"GME00123970","HOLZKIRCHEN, GM","2000-03-31","0.00","0.0","53","34"
"GME00123970","HOLZKIRCHEN, GM","2000-04-01","0.03","0.0","43","33"
"GME00123970","HOLZKIRCHEN, GM","2000-04-02","0.00","0.0","56","31"
"GME00123970","HOLZKIRCHEN, GM","2000-04-03","0.00","0.0","68","33"
"GME00123970","HOLZKIRCHEN, GM","2000-04-04","0.00","0.0","65","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-05","0.68","0.0","47","39"
"GME00123970","HOLZKIRCHEN, GM","2000-04-06","0.11","0.8","43","30"
"GME00123970","HOLZKIRCHEN, GM","2000-04-07","0.00","0.0","47","28"
"GME00123970","HOLZKIRCHEN, GM","2000-04-08","0.00","0.0","52","31"
"GME00123970","HOLZKIRCHEN, GM","2000-04-09","0.00","0.0","56","30"
"GME00123970","HOLZKIRCHEN, GM","2000-04-10","0.00","0.0","57","36"
"GME00123970","HOLZKIRCHEN, GM","2000-04-11","0.00","0.0","57","37"
"GME00123970","HOLZKIRCHEN, GM","2000-04-12","0.39","0.0","46","34"
"GME00123970","HOLZKIRCHEN, GM","2000-04-13","0.25","0.0","49","35"
"GME00123970","HOLZKIRCHEN, GM","2000-04-14","0.00","0.0","66","37"
"GME00123970","HOLZKIRCHEN, GM","2000-04-15","0.01","0.0","67","40"
"GME00123970","HOLZKIRCHEN, GM","2000-04-16","0.00","0.0","62","37"
"GME00123970","HOLZKIRCHEN, GM","2000-04-17","0.20","0.0","61","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-18","0.15","0.0","47","38"
"GME00123970","HOLZKIRCHEN, GM","2000-04-19","0.07","0.0","57","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-20","0.00","0.0","64","36"
"GME00123970","HOLZKIRCHEN, GM","2000-04-21","0.00","0.0","74","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-22","0.00","0.0","80","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-23","0.01","0.0","77","50"
"GME00123970","HOLZKIRCHEN, GM","2000-04-24","0.12","0.0","63","42"
"GME00123970","HOLZKIRCHEN, GM","2000-04-25","0.00","0.0","63","44"
"GME00123970","HOLZKIRCHEN, GM","2000-04-26","0.00","0.0","74","40"
"GME00123970","HOLZKIRCHEN, GM","2000-04-27","0.00","0.0","64","47"
"GME00123970","HOLZKIRCHEN, GM","2000-04-28","0.00","0.0","78","47"
"GME00123970","HOLZKIRCHEN, GM","2000-04-29","0.00","0.0","72","54"
"GME00123970","HOLZKIRCHEN, GM","2000-04-30","0.00","0.0","61","52"
"GME00123970","HOLZKIRCHEN, GM","2000-05-01","0.43","0.0","71","48"
"GME00123970","HOLZKIRCHEN, GM","2000-05-02","0.00","0.0","71","44"
"GME00123970","HOLZKIRCHEN, GM","2000-05-03","0.20","0.0","74","44"
"GME00123970","HOLZKIRCHEN, GM","2000-05-04","0.16","0.0","68","52"
"GME00123970","HOLZKIRCHEN, GM","2000-05-05","0.00","0.0","70","44"
"GME00123970","HOLZKIRCHEN, GM","2000-05-06","0.02","0.0","75","45"
"GME00123970","HOLZKIRCHEN, GM","2000-05-07","0.00","0.0","75","43"
"GME00123970","HOLZKIRCHEN, GM","2000-05-08","0.44","0.0","74","50"
"GME00123970","HOLZKIRCHEN, GM","2000-05-09","0.00","0.0","78","53"
"GME00123970","HOLZKIRCHEN, GM","2000-05-10","0.00","0.0","81","48"
"GME00123970","HOLZKIRCHEN, GM","2000-05-11","0.06","0.0","81","51"
"GME00123970","HOLZKIRCHEN, GM","2000-05-12","0.65","0.0","65","54"
"GME00123970","HOLZKIRCHEN, GM","2000-05-13","0.00","0.0","66","51"
"GME00123970","HOLZKIRCHEN, GM","2000-05-14","0.00","0.0","72","41"
"GME00123970","HOLZKIRCHEN, GM","2000-05-15","0.00","0.0","78","42"
"GME00123970","HOLZKIRCHEN, GM","2000-05-16","0.00","0.0","81","53"
"GME00123970","HOLZKIRCHEN, GM","2000-05-17","0.58","0.0","79","53"
"GME00123970","HOLZKIRCHEN, GM","2000-05-18","0.86","0.0","58","47"
"GME00123970","HOLZKIRCHEN, GM","2000-05-19","0.68","0.0","58","43"
"GME00123970","HOLZKIRCHEN, GM","2000-05-20","0.27","0.0","49","41"
"GME00123970","HOLZKIRCHEN, GM","2000-05-21","0.25","0.0","65","36"
"GME00123970","HOLZKIRCHEN, GM","2000-05-22","0.00","0.0","59","42"
"GME00123970","HOLZKIRCHEN, GM","2000-05-23","0.00","0.0","65","40"
"GME00123970","HOLZKIRCHEN, GM","2000-05-24","0.00","0.0","73","42"
"GME00123970","HOLZKIRCHEN, GM","2000-05-25","0.02","0.0","75","51"
"GME00123970","HOLZKIRCHEN, GM","2000-05-26","0.00","0.0","71","54"
"GME00123970","HOLZKIRCHEN, GM","2000-05-27","0.07","0.0","68","50"
"GME00123970","HOLZKIRCHEN, GM","2000-05-28","0.49","0.0","67","45"
"GME00123970","HOLZKIRCHEN, GM","2000-05-29","0.24","0.0","55","43"
"GME00123970","HOLZKIRCHEN, GM","2000-05-30","1.05","0.0","60","40"
"GME00123970","HOLZKIRCHEN, GM","2000-05-31","0.39","0.0","57","47"
"GME00123970","HOLZKIRCHEN, GM","2000-06-01","0.00","0.0","71","47"
"GME00123970","HOLZKIRCHEN, GM","2000-06-02","0.00","0.0","81","49"
"GME00123970","HOLZKIRCHEN, GM","2000-06-03","0.13","0.0","83","55"
"GME00123970","HOLZKIRCHEN, GM","2000-06-04","0.10","0.0","78","58"
"GME00123970","HOLZKIRCHEN, GM","2000-06-05","0.27","0.0","84","55"
"GME00123970","HOLZKIRCHEN, GM","2000-06-06","0.31","0.0","66","51"
"GME00123970","HOLZKIRCHEN, GM","2000-06-07","0.00","0.0","65","49"
"GME00123970","HOLZKIRCHEN, GM","2000-06-08","0.00","0.0","73","43"
"GME00123970","HOLZKIRCHEN, GM","2000-06-09","0.00","0.0","83","51"
"GME00123970","HOLZKIRCHEN, GM","2000-06-10","0.00","0.0","85","57"
"GME00123970","HOLZKIRCHEN, GM","2000-06-11","0.02","0.0","83","57"
"GME00123970","HOLZKIRCHEN, GM","2000-06-12","0.01","0.0","71","59"
"GME00123970","HOLZKIRCHEN, GM","2000-06-13","0.37","0.0","83","59"
"GME00123970","HOLZKIRCHEN, GM","2000-06-14","0.20","0.0","78","58"
"GME00123970","HOLZKIRCHEN, GM","2000-06-15","0.05","0.0","71","58"
"GME00123970","HOLZKIRCHEN, GM","2000-06-16","0.00","0.0","66","52"
"GME00123970","HOLZKIRCHEN, GM","2000-06-17","0.00","0.0","67","45"
"GME00123970","HOLZKIRCHEN, GM","2000-06-18","0.00","0.0","78","44"
"GME00123970","HOLZKIRCHEN, GM","2000-06-19","0.00","0.0","85","50"
"GME00123970","HOLZKIRCHEN, GM","2000-06-20","0.00","0.0","87","53"
"GME00123970","HOLZKIRCHEN, GM","2000-06-21","0.58","0.0","88","61"
"GME00123970","HOLZKIRCHEN, GM","2000-06-22","1.06","0.0","84","59"
"GME00123970","HOLZKIRCHEN, GM","2000-06-23","0.50","0.0","67","55"
"GME00123970","HOLZKIRCHEN, GM","2000-06-24","0.42","0.0","65","49"
"GME00123970","HOLZKIRCHEN, GM","2000-06-25","0.04","0.0","59","47"
"GME00123970","HOLZKIRCHEN, GM","2000-06-26","0.00","0.0","64","48"
"GME00123970","HOLZKIRCHEN, GM","2000-06-27","0.00","0.0","67","43"
"GME00123970","HOLZKIRCHEN, GM","2000-06-28","0.00","0.0","69","42"
"GME00123970","HOLZKIRCHEN, GM","2000-06-29","0.03","0.0","65","52"
"GME00123970","HOLZKIRCHEN, GM","2000-06-30","0.00","0.0","74","50"
"GME00123970","HOLZKIRCHEN, GM","2000-07-01","0.39","0.0","80","48"
"GME00123970","HOLZKIRCHEN, GM","2000-07-02","0.34","0.0","83","56"
"GME00123970","HOLZKIRCHEN, GM","2000-07-03","0.24","0.0","78","60"
"GME00123970","HOLZKIRCHEN, GM","2000-07-04","0.22","0.0","75","57"
"GME00123970","HOLZKIRCHEN, GM","2000-07-05","0.00","0.0","76","54"
"GME00123970","HOLZKIRCHEN, GM","2000-07-06","0.20","0.0","76","54"
"GME00123970","HOLZKIRCHEN, GM","2000-07-07","0.36","0.0","71","53"
"GME00123970","HOLZKIRCHEN, GM","2000-07-08","0.15","0.0","62","49"
"GME00123970","HOLZKIRCHEN, GM","2000-07-09","0.12","0.0","63","46"
"GME00123970","HOLZKIRCHEN, GM","2000-07-10","0.47","0.0","64","51"
"GME00123970","HOLZKIRCHEN, GM","2000-07-11","0.88","0.0","61","48"
"GME00123970","HOLZKIRCHEN, GM","2000-07-12","0.48","0.0","57","46"
"GME00123970","HOLZKIRCHEN, GM","2000-07-13","0.44","0.0","60","43"
"GME00123970","HOLZKIRCHEN, GM","2000-07-14","0.52","0.0","55","47"
"GME00123970","HOLZKIRCHEN, GM","2000-07-15","0.26","0.0","54","45"
"GME00123970","HOLZKIRCHEN, GM","2000-07-16","0.11","0.0","57","44"
"GME00123970","HOLZKIRCHEN, GM","2000-07-17","0.00","0.0","65","42"
"GME00123970","HOLZKIRCHEN, GM","2000-07-18","0.00","0.0","70","47"
"GME00123970","HOLZKIRCHEN, GM","2000-07-19","0.01","0.0","63","52"
"GME00123970","HOLZKIRCHEN, GM","2000-07-20","0.00","0.0","63","49"
"GME00123970","HOLZKIRCHEN, GM","2000-07-21","0.00","0.0","70","50"
"GME00123970","HOLZKIRCHEN, GM","2000-07-22","0.00","0.0","76","46"
"GME00123970","HOLZKIRCHEN, GM","2000-07-23","0.14","0.0","74","50"
"GME00123970","HOLZKIRCHEN, GM","2000-07-24","1.12","0.0","76","57"
"GME00123970","HOLZKIRCHEN, GM","2000-07-25","0.63","0.0","76","53"
"GME00123970","HOLZKIRCHEN, GM","2000-07-26","0.20","0.0","74","55"
"GME00123970","HOLZKIRCHEN, GM","2000-07-27","0.07","0.0","78","52"
"GME00123970","HOLZKIRCHEN, GM","2000-07-28","0.26","0.0","64","51"
"GME00123970","HOLZKIRCHEN, GM","2000-07-29","0.11","0.0","65","51"
"GME00123970","HOLZKIRCHEN, GM","2000-07-30","0.56","0.0","61","51"
"GME00123970","HOLZKIRCHEN, GM","2000-07-31","0.00","0.0","75","49"
"GME00123970","HOLZKIRCHEN, GM","2000-08-01","0.00","0.0","81","49"
"GME00123970","HOLZKIRCHEN, GM","2000-08-02","0.06","0.0","83","54"
"GME00123970","HOLZKIRCHEN, GM","2000-08-03","0.81","0.0","63","54"
"GME00123970","HOLZKIRCHEN, GM","2000-08-04","0.15","0.0","61","52"
"GME00123970","HOLZKIRCHEN, GM","2000-08-05","0.51","0.0","58","53"
"GME00123970","HOLZKIRCHEN, GM","2000-08-06","1.00","0.0","63","54"
"GME00123970","HOLZKIRCHEN, GM","2000-08-07","0.31","0.0","67","54"
"GME00123970","HOLZKIRCHEN, GM","2000-08-08","0.04","0.0","73","52"
"GME00123970","HOLZKIRCHEN, GM","2000-08-09","0.00","0.0","74","55"
"GME00123970","HOLZKIRCHEN, GM","2000-08-10","0.00","0.0","79","52"
"GME00123970","HOLZKIRCHEN, GM","2000-08-11","0.00","0.0","83","57"
"GME00123970","HOLZKIRCHEN, GM","2000-08-12","0.15","0.0","84","53"
"GME00123970","HOLZKIRCHEN, GM","2000-08-13","0.00","0.0","83","54"
"GME00123970","HOLZKIRCHEN, GM","2000-08-14","0.00","0.0","84","53"
"GME00123970","HOLZKIRCHEN, GM","2000-08-15","0.00","0.0","84","56"
"GME00123970","HOLZKIRCHEN, GM","2000-08-16","0.00","0.0","81","61"
"GME00123970","HOLZKIRCHEN, GM","2000-08-17","0.08","0.0","87","60"
"GME00123970","HOLZKIRCHEN, GM","2000-08-18","0.03","0.0","76","59"
"GME00123970","HOLZKIRCHEN, GM","2000-08-19","0.00","0.0","87","57"
"GME00123970","HOLZKIRCHEN, GM","2000-08-20","0.00","0.0","90","60"
"GME00123970","HOLZKIRCHEN, GM","2000-08-21","0.52","0.0","82","61"
"GME00123970","HOLZKIRCHEN, GM","2000-08-22","0.00","0.0","69","55"
"GME00123970","HOLZKIRCHEN, GM","2000-08-23","0.00","0.0","76","50"
"GME00123970","HOLZKIRCHEN, GM","2000-08-24","0.00","0.0","80","51"
"GME00123970","HOLZKIRCHEN, GM","2000-08-25","0.00","0.0","78","53"
"GME00123970","HOLZKIRCHEN, GM","2000-08-26","0.00","0.0","76","50"
"GME00123970","HOLZKIRCHEN, GM","2000-08-27","0.20","0.0","72","48"
"GME00123970","HOLZKIRCHEN, GM","2000-08-28","0.07","0.0","67","53"
"GME00123970","HOLZKIRCHEN, GM","2000-08-29","0.00","0.0","72","46"
"GME00123970","HOLZKIRCHEN, GM","2000-08-30","0.55","0.0","74","50"
"GME00123970","HOLZKIRCHEN, GM","2000-08-31","0.52","0.0","70","52"
"GME00123970","HOLZKIRCHEN, GM","2000-09-01","0.22","0.0","70","55"
"GME00123970","HOLZKIRCHEN, GM","2000-09-02","0.01","0.0","64","52"
"GME00123970","HOLZKIRCHEN, GM","2000-09-03","0.51","0.0","58","50"
"GME00123970","HOLZKIRCHEN, GM","2000-09-04","0.56","0.0","56","47"
"GME00123970","HOLZKIRCHEN, GM","2000-09-05","0.06","0.0","56","47"
"GME00123970","HOLZKIRCHEN, GM","2000-09-06","0.53","0.0","62","46"
"GME00123970","HOLZKIRCHEN, GM","2000-09-07","0.37","0.0","59","49"
"GME00123970","HOLZKIRCHEN, GM","2000-09-08","0.00","0.0","67","46"
"GME00123970","HOLZKIRCHEN, GM","2000-09-09","0.00","0.0","73","43"
"GME00123970","HOLZKIRCHEN, GM","2000-09-10","0.00","0.0","75","45"
"GME00123970","HOLZKIRCHEN, GM","2000-09-11","0.00","0.0","75","45"
"GME00123970","HOLZKIRCHEN, GM","2000-09-12","0.00","0.0","77","48"
"GME00123970","HOLZKIRCHEN, GM","2000-09-13","0.04","0.0","68","53"
"GME00123970","HOLZKIRCHEN, GM","2000-09-14","0.00","0.0","70","53"
"GME00123970","HOLZKIRCHEN, GM","2000-09-15","0.00","0.0","76","55"
"GME00123970","HOLZKIRCHEN, GM","2000-09-16","0.95","0.0","65","49"
"GME00123970","HOLZKIRCHEN, GM","2000-09-17","0.81","0.0","51","49"
"GME00123970","HOLZKIRCHEN, GM","2000-09-18","0.01","0.0","63","49"
"GME00123970","HOLZKIRCHEN, GM","2000-09-19","0.00","0.0","61","46"
"GME00123970","HOLZKIRCHEN, GM","2000-09-20","1.36","0.0","63","47"
"GME00123970","HOLZKIRCHEN, GM","2000-09-21","1.85","0.0","59","46"
"GME00123970","HOLZKIRCHEN, GM","2000-09-22","0.01","0.0","56","47"
"GME00123970","HOLZKIRCHEN, GM","2000-09-23","0.00","0.0","60","45"
"GME00123970","HOLZKIRCHEN, GM","2000-09-24","0.00","0.0","65","42"
"GME00123970","HOLZKIRCHEN, GM","2000-09-25","0.00","0.0","70","45"
"GME00123970","HOLZKIRCHEN, GM","2000-09-26","0.00","0.0","71","51"
"GME00123970","HOLZKIRCHEN, GM","2000-09-27","0.06","0.0","74","49"
"GME00123970","HOLZKIRCHEN, GM","2000-09-28","0.00","0.0","73","52"
"GME00123970","HOLZKIRCHEN, GM","2000-09-29","0.00","0.0","77","44"
"GME00123970","HOLZKIRCHEN, GM","2000-09-30","0.00","0.0","74","46"
"GME00123970","HOLZKIRCHEN, GM","2000-10-01","0.59","0.0","60","51"
"GME00123970","HOLZKIRCHEN, GM","2000-10-02","1.46","0.0","57","47"
"GME00123970","HOLZKIRCHEN, GM","2000-10-03","0.17","0.0","51","46"
"GME00123970","HOLZKIRCHEN, GM","2000-10-04","0.00","0.0","49","40"
"GME00123970","HOLZKIRCHEN, GM","2000-10-05","0.15","0.0","54","48"
"GME00123970","HOLZKIRCHEN, GM","2000-10-06","0.75","0.0","50","41"
"GME00123970","HOLZKIRCHEN, GM","2000-10-07","0.61","0.0","41","36"
"GME00123970","HOLZKIRCHEN, GM","2000-10-08","0.08","0.0","52","37"
"GME00123970","HOLZKIRCHEN, GM","2000-10-09","0.00","0.0","52","39"
"GME00123970","HOLZKIRCHEN, GM","2000-10-10","0.01","0.0","54","34"
"GME00123970","HOLZKIRCHEN, GM","2000-10-11","0.00","0.0","63","36"
"GME00123970","HOLZKIRCHEN, GM","2000-10-12","0.00","0.0","59","45"
"GME00123970","HOLZKIRCHEN, GM","2000-10-13","0.00","0.0","63","44"
"GME00123970","HOLZKIRCHEN, GM","2000-10-14","0.00","0.0","76","51"
"GME00123970","HOLZKIRCHEN, GM","2000-10-15","0.00","0.0","74","48"
"GME00123970","HOLZKIRCHEN, GM","2000-10-16","0.00","0.0","70","49"
"GME00123970","HOLZKIRCHEN, GM","2000-10-17","0.01","0.0","57","49"
"GME00123970","HOLZKIRCHEN, GM","2000-10-18","0.17","0.0","57","46"
"GME00123970","HOLZKIRCHEN, GM","2000-10-19","0.09","0.0","53","45"
"GME00123970","HOLZKIRCHEN, GM","2000-10-20","0.00","0.0","52","39"
"GME00123970","HOLZKIRCHEN, GM","2000-10-21","0.00","0.0","63","38"
"GME00123970","HOLZKIRCHEN, GM","2000-10-22","0.00","0.0","53","39"
"GME00123970","HOLZKIRCHEN, GM","2000-10-23","0.00","0.0","64","44"
"GME00123970","HOLZKIRCHEN, GM","2000-10-24","0.16","0.0","58","43"
"GME00123970","HOLZKIRCHEN, GM","2000-10-25","0.00","0.0","67","46"
"GME00123970","HOLZKIRCHEN, GM","2000-10-26","0.46","0.0","54","44"
"GME00123970","HOLZKIRCHEN, GM","2000-10-27","0.00","0.0","54","42"
"GME00123970","HOLZKIRCHEN, GM","2000-10-28","0.00","0.0","62","42"
"GME00123970","HOLZKIRCHEN, GM","2000-10-29","0.00","0.0","60","42"
"GME00123970","HOLZKIRCHEN, GM","2000-10-30","0.00","0.0","58","36"
"GME00123970","HOLZKIRCHEN, GM","2000-10-31","0.18","0.0","49","40"
"GME00123970","HOLZKIRCHEN, GM","2000-11-01","0.00","0.0","55","38"
"GME00123970","HOLZKIRCHEN, GM","2000-11-02","0.00","0.0","55","35"
"GME00123970","HOLZKIRCHEN, GM","2000-11-03","0.28","0.0","67","43"
"GME00123970","HOLZKIRCHEN, GM","2000-11-04","0.22","0.0","44","34"
"GME00123970","HOLZKIRCHEN, GM","2000-11-05","0.00","0.0","47","31"
"GME00123970","HOLZKIRCHEN, GM","2000-11-06","0.09","0.0","58","27"
"GME00123970","HOLZKIRCHEN, GM","2000-11-07","0.00","0.0","54","36"
"GME00123970","HOLZKIRCHEN, GM","2000-11-08","0.00","0.0","52","36"
"GME00123970","HOLZKIRCHEN, GM","2000-11-09","0.36","0.0","53","33"
"GME00123970","HOLZKIRCHEN, GM","2000-11-10","0.04","0.0","51","32"
"GME00123970","HOLZKIRCHEN, GM","2000-11-11","0.00","0.0","50","33"
"GME00123970","HOLZKIRCHEN, GM","2000-11-12","0.00","0.0","52","30"
"GME00123970","HOLZKIRCHEN, GM","2000-11-13","0.01","0.0","70","35"
"GME00123970","HOLZKIRCHEN, GM","2000-11-14","0.14","0.0","47","39"
"GME00123970","HOLZKIRCHEN, GM","2000-11-15","0.12","0.0","45","38"
"GME00123970","HOLZKIRCHEN, GM","2000-11-16","0.03","0.0","45","38"
"GME00123970","HOLZKIRCHEN, GM","2000-11-17","0.27","0.0","41","35"
"GME00123970","HOLZKIRCHEN, GM","2000-11-18","0.05","0.0","37","29"
"GME00123970","HOLZKIRCHEN, GM","2000-11-19","0.00","0.0","45","24"
"GME00123970","HOLZKIRCHEN, GM","2000-11-20","0.18","0.0","46","35"
"GME00123970","HOLZKIRCHEN, GM","2000-11-21","0.14","0.0","38","33"
"GME00123970","HOLZKIRCHEN, GM","2000-11-22","0.00","0.0","48","32"
"GME00123970","HOLZKIRCHEN, GM","2000-11-23","0.00","0.0","47","32"
"GME00123970","HOLZKIRCHEN, GM","2000-11-24","0.54","0.0","47","36"
"GME00123970","HOLZKIRCHEN, GM","2000-11-25","0.17","0.8","36","29"
"GME00123970","HOLZKIRCHEN, GM","2000-11-26","0.07","0.0","45","26"
"GME00123970","HOLZKIRCHEN, GM","2000-11-27","0.06","0.0","43","32"
