"STATION","NAME","DATE","PRCP","SNWD","TMAX","TMIN"
"GME00123970","HOLZKIRCHEN, GM","2005-07-29","0.13","0.0","90","63"
"GME00123970","HOLZKIRCHEN, GM","2005-07-30","0.19","0.0","70","58"
"GME00123970","HOLZKIRCHEN, GM","2005-07-31","0.00","0.0","67","56"
"GME00123970","HOLZKIRCHEN, GM","2005-08-01","0.31","0.0","74","51"
"GME00123970","HOLZKIRCHEN, GM","2005-08-02","0.49","0.0","67","58"
"GME00123970","HOLZKIRCHEN, GM","2005-08-03","0.40","0.0","59","53"
"GME00123970","HOLZKIRCHEN, GM","2005-08-04","0.00","0.0","65","50"
"GME00123970","HOLZKIRCHEN, GM","2005-08-05","0.36","0.0","71","47"
"GME00123970","HOLZKIRCHEN, GM","2005-08-06","0.49","0.0","65","50"
"GME00123970","HOLZKIRCHEN, GM","2005-08-07","0.17","0.0","58","46"
"GME00123970","HOLZKIRCHEN, GM","2005-08-08","0.18","0.0","59","44"
"GME00123970","HOLZKIRCHEN, GM","2005-08-09","0.00","0.0","68","43"
"GME00123970","HOLZKIRCHEN, GM","2005-08-10","0.00","0.0","71","44"
"GME00123970","HOLZKIRCHEN, GM","2005-08-11","0.00","0.0","70","47"
"GME00123970","HOLZKIRCHEN, GM","2005-08-12","0.03","0.0","74","47"
"GME00123970","HOLZKIRCHEN, GM","2005-08-13","0.00","0.0","67","53"
"GME00123970","HOLZKIRCHEN, GM","2005-08-14","0.24","0.0","69","49"
"GME00123970","HOLZKIRCHEN, GM","2005-08-15","0.86","0.0","60","47"
"GME00123970","HOLZKIRCHEN, GM","2005-08-16","0.71","0.0","57","51"
"GME00123970","HOLZKIRCHEN, GM","2005-08-17","0.00","0.0","66","53"
"GME00123970","HOLZKIRCHEN, GM","2005-08-18","0.00","0.0","74","53"
"GME00123970","HOLZKIRCHEN, GM","2005-08-19","0.87","0.0","79","52"
"GME00123970","HOLZKIRCHEN, GM","2005-08-20","0.13","0.0","62","55"
"GME00123970","HOLZKIRCHEN, GM","2005-08-21","0.87","0.0","60","55"
"GME00123970","HOLZKIRCHEN, GM","2005-08-22","1.36","0.0","62","56"
"GME00123970","HOLZKIRCHEN, GM","2005-08-23","1.31","0.0","58","51"
"GME00123970","HOLZKIRCHEN, GM","2005-08-24","0.00","0.0","72","51"
"GME00123970","HOLZKIRCHEN, GM","2005-08-25","0.03","0.0","73","52"
"GME00123970","HOLZKIRCHEN, GM","2005-08-26","0.00","0.0","65","52"
"GME00123970","HOLZKIRCHEN, GM","2005-08-27","0.02","0.0","69","49"
"GME00123970","HOLZKIRCHEN, GM","2005-08-28","0.14","0.0","71","52"
"GME00123970","HOLZKIRCHEN, GM","2005-08-29","0.00","0.0","75","48"
"GME00123970","HOLZKIRCHEN, GM","2005-08-30","0.00","0.0","78","53"
"GME00123970","HOLZKIRCHEN, GM","2005-08-31","0.00","0.0","77","54"
"GME00123970","HOLZKIRCHEN, GM","2005-09-01","0.00","0.0","83","57"
"GME00123970","HOLZKIRCHEN, GM","2005-09-02","0.00","0.0","75","58"
"GME00123970","HOLZKIRCHEN, GM","2005-09-03","0.00","0.0","75","55"
"GME00123970","HOLZKIRCHEN, GM","2005-09-04","0.00","0.0","70","49"
"GME00123970","HOLZKIRCHEN, GM","2005-09-05","0.00","0.0","75","47"
"GME00123970","HOLZKIRCHEN, GM","2005-09-06","0.00","0.0","77","49"
"GME00123970","HOLZKIRCHEN, GM","2005-09-07","0.00","0.0","80","50"
"GME00123970","HOLZKIRCHEN, GM","2005-09-08","0.00","0.0","78","54"
"GME00123970","HOLZKIRCHEN, GM","2005-09-09","0.01","0.0","79","54"
"GME00123970","HOLZKIRCHEN, GM","2005-09-10","0.00","0.0","66","57"
"GME00123970","HOLZKIRCHEN, GM","2005-09-11","0.02","0.0","71","54"
"GME00123970","HOLZKIRCHEN, GM","2005-09-12","0.00","0.0","65","52"
"GME00123970","HOLZKIRCHEN, GM","2005-09-13","0.02","0.0","64","50"
"GME00123970","HOLZKIRCHEN, GM","2005-09-14","0.00","0.0","67","51"
"GME00123970","HOLZKIRCHEN, GM","2005-09-15","0.00","0.0","69","53"
"GME00123970","HOLZKIRCHEN, GM","2005-09-16","0.36","0.0","75","49"
"GME00123970","HOLZKIRCHEN, GM","2005-09-17","0.58","0.0","49","43"
"GME00123970","HOLZKIRCHEN, GM","2005-09-18","0.00","0.0","50","43"
"GME00123970","HOLZKIRCHEN, GM","2005-09-19","0.00","0.0","50","44"
"GME00123970","HOLZKIRCHEN, GM","2005-09-20","0.00","0.0","56","44"
"GME00123970","HOLZKIRCHEN, GM","2005-09-21","0.00","0.0","60","41"
"GME00123970","HOLZKIRCHEN, GM","2005-09-22","0.00","0.0","63","39"
"GME00123970","HOLZKIRCHEN, GM","2005-09-23","0.00","0.0","69","43"
"GME00123970","HOLZKIRCHEN, GM","2005-09-24","0.00","0.0","70","46"
"GME00123970","HOLZKIRCHEN, GM","2005-09-25","0.00","0.0","71","43"
"GME00123970","HOLZKIRCHEN, GM","2005-09-26","0.15","0.0","69","48"
"GME00123970","HOLZKIRCHEN, GM","2005-09-27","0.37","0.0","57","52"
"GME00123970","HOLZKIRCHEN, GM","2005-09-28","0.44","0.0","66","52"
"GME00123970","HOLZKIRCHEN, GM","2005-09-29","0.10","0.0","56","45"
"GME00123970","HOLZKIRCHEN, GM","2005-09-30","0.00","0.0","56","42"
"GME00123970","HOLZKIRCHEN, GM","2005-10-01","0.70","0.0","56","44"
"GME00123970","HOLZKIRCHEN, GM","2005-10-02","0.83","0.0","52","43"
"GME00123970","HOLZKIRCHEN, GM","2005-10-03","0.15","0.0","49","43"
"GME00123970","HOLZKIRCHEN, GM","2005-10-04","0.00","0.0","61","47"
"GME00123970","HOLZKIRCHEN, GM","2005-10-05","0.00","0.0","61","50"
"GME00123970","HOLZKIRCHEN, GM","2005-10-06","0.00","0.0","65","46"
"GME00123970","HOLZKIRCHEN, GM","2005-10-07","0.00","0.0","62","44"
"GME00123970","HOLZKIRCHEN, GM","2005-10-08","0.00","0.0","65","43"
"GME00123970","HOLZKIRCHEN, GM","2005-10-09","0.00","0.0","67","44"
"GME00123970","HOLZKIRCHEN, GM","2005-10-10","0.00","0.0","62","41"
"GME00123970","HOLZKIRCHEN, GM","2005-10-11","0.00","0.0","65","37"
"GME00123970","HOLZKIRCHEN, GM","2005-10-12","0.00","0.0","64","36"
"GME00123970","HOLZKIRCHEN, GM","2005-10-13","0.00","0.0","63","36"
"GME00123970","HOLZKIRCHEN, GM","2005-10-14","0.00","0.0","62","37"
"GME00123970","HOLZKIRCHEN, GM","2005-10-15","0.00","0.0","59","35"
"GME00123970","HOLZKIRCHEN, GM","2005-10-16","0.00","0.0","55","34"
"GME00123970","HOLZKIRCHEN, GM","2005-10-17","0.00","0.0","52","33"
"GME00123970","HOLZKIRCHEN, GM","2005-10-18","0.00","0.0","51","31"
"GME00123970","HOLZKIRCHEN, GM","2005-10-19","0.00","0.0","48","32"
"GME00123970","HOLZKIRCHEN, GM","2005-10-20","0.00","0.0","60","36"
"GME00123970","HOLZKIRCHEN, GM","2005-10-21","0.00","0.0","66","40"
"GME00123970","HOLZKIRCHEN, GM","2005-10-22","0.00","0.0","70","44"
"GME00123970","HOLZKIRCHEN, GM","2005-10-23","0.13","0.0","63","44"
"GME00123970","HOLZKIRCHEN, GM","2005-10-24","0.00","0.0","62","43"
"GME00123970","HOLZKIRCHEN, GM","2005-10-25","0.00","0.0","65","43"
"GME00123970","HOLZKIRCHEN, GM","2005-10-26","0.00","0.0","66","46"
"GME00123970","HOLZKIRCHEN, GM","2005-10-27","0.00","0.0","66","41"
"GME00123970","HOLZKIRCHEN, GM","2005-10-28","0.00","0.0","64","40"
"GME00123970","HOLZKIRCHEN, GM","2005-10-29","0.00","0.0","67","38"
"GME00123970","HOLZKIRCHEN, GM","2005-10-30","0.00","0.0","62","36"
"GME00123970","HOLZKIRCHEN, GM","2005-10-31","0.00","0.0","50","33"
"GME00123970","HOLZKIRCHEN, GM","2005-11-01","0.13","0.0","55","35"
"GME00123970","HOLZKIRCHEN, GM","2005-11-02","0.03","0.0","61","38"
"GME00123970","HOLZKIRCHEN, GM","2005-11-03","0.04","0.0","62","42"
"GME00123970","HOLZKIRCHEN, GM","2005-11-04","0.12","0.0","59","40"
"GME00123970","HOLZKIRCHEN, GM","2005-11-05","0.10","0.0","50","42"
"GME00123970","HOLZKIRCHEN, GM","2005-11-06","0.03","0.0","46","42"
"GME00123970","HOLZKIRCHEN, GM","2005-11-07","0.00","0.0","54","35"
"GME00123970","HOLZKIRCHEN, GM","2005-11-08","0.00","0.0","52","32"
"GME00123970","HOLZKIRCHEN, GM","2005-11-09","0.00","0.0","62","32"
"GME00123970","HOLZKIRCHEN, GM","2005-11-10","0.00","0.0","56","33"
"GME00123970","HOLZKIRCHEN, GM","2005-11-11","0.00","0.0","50","36"
"GME00123970","HOLZKIRCHEN, GM","2005-11-12","0.00","0.0","57","33"
"GME00123970","HOLZKIRCHEN, GM","2005-11-13","0.00","0.0","36","30"
"GME00123970","HOLZKIRCHEN, GM","2005-11-14","0.00","0.0","35","33"
"GME00123970","HOLZKIRCHEN, GM","2005-11-15","0.01","0.0","55","30"
"GME00123970","HOLZKIRCHEN, GM","2005-11-16","0.23","0.0","50","34"
"GME00123970","HOLZKIRCHEN, GM","2005-11-17","0.24","0.0","39","30"
"GME00123970","HOLZKIRCHEN, GM","2005-11-18","0.22","3.9","34","30"
"GME00123970","HOLZKIRCHEN, GM","2005-11-19","0.00","3.9","34","21"
"GME00123970","HOLZKIRCHEN, GM","2005-11-20","0.38","2.0","35","21"
"GME00123970","HOLZKIRCHEN, GM","2005-11-21","0.50","5.5","33","29"
"GME00123970","HOLZKIRCHEN, GM","2005-11-22","0.11","7.5","31","27"
"GME00123970","HOLZKIRCHEN, GM","2005-11-23","0.00","8.3","28","20"
"GME00123970","HOLZKIRCHEN, GM","2005-11-24","0.00","7.5","24","14"
"GME00123970","HOLZKIRCHEN, GM","2005-11-25","0.02","5.9","31","16"
"GME00123970","HOLZKIRCHEN, GM","2005-11-26","0.00","4.7","30","15"
"GME00123970","HOLZKIRCHEN, GM","2005-11-27","0.00","4.7","38","21"
"GME00123970","HOLZKIRCHEN, GM","2005-11-28","0.00","3.9","34","22"
"GME00123970","HOLZKIRCHEN, GM","2005-11-29","0.00","3.5","36","22"
"GME00123970","HOLZKIRCHEN, GM","2005-11-30","0.00","3.5","32","22"
"GME00123970","HOLZKIRCHEN, GM","2005-12-01","0.00","3.5","31","17"
"GME00123970","HOLZKIRCHEN, GM","2005-12-02","0.00","3.1","37","12"
"GME00123970","HOLZKIRCHEN, GM","2005-12-03","0.21","2.8","36","29"
"GME00123970","HOLZKIRCHEN, GM","2005-12-04","0.04","2.4","44","29"
"GME00123970","HOLZKIRCHEN, GM","2005-12-05","0.11","1.6","44","31"
"GME00123970","HOLZKIRCHEN, GM","2005-12-06","0.06","1.6","35","32"
"GME00123970","HOLZKIRCHEN, GM","2005-12-07","0.02","1.6","36","32"
"GME00123970","HOLZKIRCHEN, GM","2005-12-08","0.03","1.6","38","28"
"GME00123970","HOLZKIRCHEN, GM","2005-12-09","0.02","1.6","34","31"
"GME00123970","HOLZKIRCHEN, GM","2005-12-10","0.00","1.6","31","21"
"GME00123970","HOLZKIRCHEN, GM","2005-12-11","0.00","1.2","29","17"
"GME00123970","HOLZKIRCHEN, GM","2005-12-12","0.00","1.2","28","12"
"GME00123970","HOLZKIRCHEN, GM","2005-12-13","0.00","1.2","32","15"
"GME00123970","HOLZKIRCHEN, GM","2005-12-14","0.00","1.2","31","28"
"GME00123970","HOLZKIRCHEN, GM","2005-12-15","0.09","1.2","36","27"
"GME00123970","HOLZKIRCHEN, GM","2005-12-16","0.54","1.6","39","31"
"GME00123970","HOLZKIRCHEN, GM","2005-12-17","0.28","3.9","32","25"
"GME00123970","HOLZKIRCHEN, GM","2005-12-18","0.15","7.1","26","23"
"GME00123970","HOLZKIRCHEN, GM","2005-12-19","0.19","10.2","30","20"
"GME00123970","HOLZKIRCHEN, GM","2005-12-20","0.00","11.0","36","28"
"GME00123970","HOLZKIRCHEN, GM","2005-12-21","0.00","8.3","35","17"
"GME00123970","HOLZKIRCHEN, GM","2005-12-22","0.26","7.5","32","17"
"GME00123970","HOLZKIRCHEN, GM","2005-12-23","0.26","9.1","34","29"
"GME00123970","HOLZKIRCHEN, GM","2005-12-24","0.07","7.1","35","27"
"GME00123970","HOLZKIRCHEN, GM","2005-12-25","0.08","6.3","36","31"
"GME00123970","HOLZKIRCHEN, GM","2005-12-26","0.06","7.5","32","24"
"GME00123970","HOLZKIRCHEN, GM","2005-12-27","0.08","8.7","28","20"
"GME00123970","HOLZKIRCHEN, GM","2005-12-28","0.31","9.1","25","18"
"GME00123970","HOLZKIRCHEN, GM","2005-12-29","0.00","14.2","24","7"
"GME00123970","HOLZKIRCHEN, GM","2005-12-30","0.59","12.2","24","4"
"GME00123970","HOLZKIRCHEN, GM","2005-12-31","0.24","13.4","45","21"
"GME00123970","HOLZKIRCHEN, GM","2006-01-01","0.22","9.4","38","31"
"GME00123970","HOLZKIRCHEN, GM","2006-01-02","0.68","9.1","32","31"
"GME00123970","HOLZKIRCHEN, GM","2006-01-03","0.07","16.5","32","28"
"GME00123970","HOLZKIRCHEN, GM","2006-01-04","0.00","16.1","29","27"
"GME00123970","HOLZKIRCHEN, GM","2006-01-05","0.00","15.0","27","25"
"GME00123970","HOLZKIRCHEN, GM","2006-01-06","0.00","14.2","27","23"
"GME00123970","HOLZKIRCHEN, GM","2006-01-07","0.00","13.4","25","21"
"GME00123970","HOLZKIRCHEN, GM","2006-01-08","0.00","12.2","25","21"
"GME00123970","HOLZKIRCHEN, GM","2006-01-09","0.00","11.8","24","9"
"GME00123970","HOLZKIRCHEN, GM","2006-01-10","0.00","11.8","31","6"
"GME00123970","HOLZKIRCHEN, GM","2006-01-11","0.00","11.4","34","7"
"GME00123970","HOLZKIRCHEN, GM","2006-01-12","0.00","11.0","33","11"
"GME00123970","HOLZKIRCHEN, GM","2006-01-13","0.00","11.0","30","4"
"GME00123970","HOLZKIRCHEN, GM","2006-01-14","0.00","11.0","20","3"
"GME00123970","HOLZKIRCHEN, GM","2006-01-15","0.00","11.0","22","8"
"GME00123970","HOLZKIRCHEN, GM","2006-01-16","0.00","11.0","35","5"
"GME00123970","HOLZKIRCHEN, GM","2006-01-17","0.67","11.0","36","9"
"GME00123970","HOLZKIRCHEN, GM","2006-01-18","0.32","12.6","35","28"
"GME00123970","HOLZKIRCHEN, GM","2006-01-19","0.00","14.2","40","23"
"GME00123970","HOLZKIRCHEN, GM","2006-01-20","0.14","13.8","45","21"
"GME00123970","HOLZKIRCHEN, GM","2006-01-21","0.28","11.8","39","32"
"GME00123970","HOLZKIRCHEN, GM","2006-01-22","0.03","15.7","33","18"
"GME00123970","HOLZKIRCHEN, GM","2006-01-23","0.00","15.0","23","6"
"GME00123970","HOLZKIRCHEN, GM","2006-01-24","0.00","14.6","18","2"
"GME00123970","HOLZKIRCHEN, GM","2006-01-25","0.00","14.6","34","2"
"GME00123970","HOLZKIRCHEN, GM","2006-01-26","0.00","14.2","32","12"
"GME00123970","HOLZKIRCHEN, GM","2006-01-27","0.00","13.8","28","6"
"GME00123970","HOLZKIRCHEN, GM","2006-01-28","0.00","13.8","33","16"
"GME00123970","HOLZKIRCHEN, GM","2006-01-29","0.00","13.4","31","16"
"GME00123970","HOLZKIRCHEN, GM","2006-01-30","0.00","13.4","32","12"
"GME00123970","HOLZKIRCHEN, GM","2006-01-31","0.00","13.4","40","12"
"GME00123970","HOLZKIRCHEN, GM","2006-02-01","0.00","13.4","42","11"
"GME00123970","HOLZKIRCHEN, GM","2006-02-02","0.00","13.4","41","13"
"GME00123970","HOLZKIRCHEN, GM","2006-02-03","0.00","13.4","38","9"
"GME00123970","HOLZKIRCHEN, GM","2006-02-04","0.03","13.0","20","12"
"GME00123970","HOLZKIRCHEN, GM","2006-02-05","0.02","13.8","27","15"
"GME00123970","HOLZKIRCHEN, GM","2006-02-06","0.14","15.0","31","22"
"GME00123970","HOLZKIRCHEN, GM","2006-02-07","0.57","16.5","32","27"
"GME00123970","HOLZKIRCHEN, GM","2006-02-08","0.28","22.4","36","30"
"GME00123970","HOLZKIRCHEN, GM","2006-02-09","0.35","24.0","34","26"
"GME00123970","HOLZKIRCHEN, GM","2006-02-10","0.54","27.2","28","25"
"GME00123970","HOLZKIRCHEN, GM","2006-02-11","0.00","31.9","32","10"
"GME00123970","HOLZKIRCHEN, GM","2006-02-12","0.00","29.5","31","6"
"GME00123970","HOLZKIRCHEN, GM","2006-02-13","0.00","28.7","32","8"
"GME00123970","HOLZKIRCHEN, GM","2006-02-14","0.00","27.2","40","10"
"GME00123970","HOLZKIRCHEN, GM","2006-02-15","0.51","25.6","45","25"
"GME00123970","HOLZKIRCHEN, GM","2006-02-16","0.49","23.2","42","34"
"GME00123970","HOLZKIRCHEN, GM","2006-02-17","0.00","20.5","44","34"
"GME00123970","HOLZKIRCHEN, GM","2006-02-18","0.00","18.9","45","32"
"GME00123970","HOLZKIRCHEN, GM","2006-02-19","0.00","17.3","46","29"
"GME00123970","HOLZKIRCHEN, GM","2006-02-20","0.17","15.7","46","34"
"GME00123970","HOLZKIRCHEN, GM","2006-02-21","0.00","14.6","42","32"
"GME00123970","HOLZKIRCHEN, GM","2006-02-22","0.00","13.4","34","31"
"GME00123970","HOLZKIRCHEN, GM","2006-02-23","0.00","13.0","34","28"
"GME00123970","HOLZKIRCHEN, GM","2006-02-24","0.00","12.6","33","26"
"GME00123970","HOLZKIRCHEN, GM","2006-02-25","0.09","12.2","31","26"
"GME00123970","HOLZKIRCHEN, GM","2006-02-26","0.13","13.0","29","20"
"GME00123970","HOLZKIRCHEN, GM","2006-02-27","0.00","16.1","29","10"
"GME00123970","HOLZKIRCHEN, GM","2006-02-28","0.03","14.2","30","9"
"GME00123970","HOLZKIRCHEN, GM","2006-03-01","0.10","14.2","33","15"
"GME00123970","HOLZKIRCHEN, GM","2006-03-02","0.00","15.4","34","12"
"GME00123970","HOLZKIRCHEN, GM","2006-03-03","0.69","15.0","45","19"
"GME00123970","HOLZKIRCHEN, GM","2006-03-04","1.09","20.9","41","25"
"GME00123970","HOLZKIRCHEN, GM","2006-03-05","0.22","34.6","31","21"
"GME00123970","HOLZKIRCHEN, GM","2006-03-06","0.17","32.3","31","20"
"GME00123970","HOLZKIRCHEN, GM","2006-03-07","0.09","34.6","32","14"
"GME00123970","HOLZKIRCHEN, GM","2006-03-08","1.11","33.9","36","9"
"GME00123970","HOLZKIRCHEN, GM","2006-03-09","0.26","29.5","45","35"
"GME00123970","HOLZKIRCHEN, GM","2006-03-10","0.07","20.1","44","30"
"GME00123970","HOLZKIRCHEN, GM","2006-03-11","0.17","20.1","39","25"
"GME00123970","HOLZKIRCHEN, GM","2006-03-12","0.06","22.0","25","17"
"GME00123970","HOLZKIRCHEN, GM","2006-03-13","0.01","21.3","28","12"
"GME00123970","HOLZKIRCHEN, GM","2006-03-14","0.00","20.1","33","10"
"GME00123970","HOLZKIRCHEN, GM","2006-03-15","0.00","18.1","30","15"
"GME00123970","HOLZKIRCHEN, GM","2006-03-16","0.00","16.9","28","23"
"GME00123970","HOLZKIRCHEN, GM","2006-03-17","0.00","16.5","35","21"
"GME00123970","HOLZKIRCHEN, GM","2006-03-18","0.00","16.5","36","24"
"GME00123970","HOLZKIRCHEN, GM","2006-03-19","0.00","16.1","45","21"
"GME00123970","HOLZKIRCHEN, GM","2006-03-20","0.00","15.4","54","20"
"GME00123970","HOLZKIRCHEN, GM","2006-03-21","0.04","14.6","56","31"
"GME00123970","HOLZKIRCHEN, GM","2006-03-22","0.00","13.4","49","33"
"GME00123970","HOLZKIRCHEN, GM","2006-03-23","0.00","12.2","36","28"
"GME00123970","HOLZKIRCHEN, GM","2006-03-24","0.04","11.4","52","26"
"GME00123970","HOLZKIRCHEN, GM","2006-03-25","0.32","10.2","53","38"
"GME00123970","HOLZKIRCHEN, GM","2006-03-26","0.16","8.3","56","40"
"GME00123970","HOLZKIRCHEN, GM","2006-03-27","0.15","6.3","69","43"
"GME00123970","HOLZKIRCHEN, GM","2006-03-28","0.64","3.1","46","38"
"GME00123970","HOLZKIRCHEN, GM","2006-03-29","0.01","0.0","48","37"
"GME00123970","HOLZKIRCHEN, GM","2006-03-30","0.33","0.0","51","34"
"GME00123970","HOLZKIRCHEN, GM","2006-03-31","0.21","0.0","59","45"
"GME00123970","HOLZKIRCHEN, GM","2006-04-01","0.11","0.0","63","39"
"GME00123970","HOLZKIRCHEN, GM","2006-04-02","0.14","0.0","61","42"
"GME00123970","HOLZKIRCHEN, GM","2006-04-03","0.43","0.0","51","35"
"GME00123970","HOLZKIRCHEN, GM","2006-04-04","0.00","0.0","54","34"
"GME00123970","HOLZKIRCHEN, GM","2006-04-05","0.71","0.0","38","31"
"GME00123970","HOLZKIRCHEN, GM","2006-04-06","0.00","4.3","40","28"
"GME00123970","HOLZKIRCHEN, GM","2006-04-07","0.00","0.8","51","24"
"GME00123970","HOLZKIRCHEN, GM","2006-04-08","0.00","0.0","61","29"
"GME00123970","HOLZKIRCHEN, GM","2006-04-09","0.02","0.0","50","40"
"GME00123970","HOLZKIRCHEN, GM","2006-04-10","0.74","0.0","44","32"
"GME00123970","HOLZKIRCHEN, GM","2006-04-11","0.30","5.5","34","27"
"GME00123970","HOLZKIRCHEN, GM","2006-04-12","0.04","4.3","38","26"
"GME00123970","HOLZKIRCHEN, GM","2006-04-13","0.24","2.0","47","34"
"GME00123970","HOLZKIRCHEN, GM","2006-04-14","0.01","0.0","57","40"
"GME00123970","HOLZKIRCHEN, GM","2006-04-15","0.17","0.0","60","36"
"GME00123970","HOLZKIRCHEN, GM","2006-04-16","0.03","0.0","60","45"
"GME00123970","HOLZKIRCHEN, GM","2006-04-17","0.06","0.0","61","43"
"GME00123970","HOLZKIRCHEN, GM","2006-04-18","0.00","0.0","56","44"
"GME00123970","HOLZKIRCHEN, GM","2006-04-19","0.00","0.0","60","40"
"GME00123970","HOLZKIRCHEN, GM","2006-04-20","0.00","0.0","64","37"
"GME00123970","HOLZKIRCHEN, GM","2006-04-21","0.00","0.0","69","37"
"GME00123970","HOLZKIRCHEN, GM","2006-04-22","0.09","0.0","68","41"
"GME00123970","HOLZKIRCHEN, GM","2006-04-23","0.00","0.0","65","44"
"GME00123970","HOLZKIRCHEN, GM","2006-04-24","0.39","0.0","71","41"
"GME00123970","HOLZKIRCHEN, GM","2006-04-25","0.05","0.0","67","45"
"GME00123970","HOLZKIRCHEN, GM","2006-04-26","0.30","0.0","63","50"
"GME00123970","HOLZKIRCHEN, GM","2006-04-27","0.48","0.0","55","48"
"GME00123970","HOLZKIRCHEN, GM","2006-04-28","1.05","0.0","52","44"
"GME00123970","HOLZKIRCHEN, GM","2006-04-29","0.28","0.0","44","33"
"GME00123970","HOLZKIRCHEN, GM","2006-04-30","0.00","0.0","51","31"
"GME00123970","HOLZKIRCHEN, GM","2006-05-01","0.00","0.0","61","34"
"GME00123970","HOLZKIRCHEN, GM","2006-05-02","0.00","0.0","68","46"
"GME00123970","HOLZKIRCHEN, GM","2006-05-03","0.00","0.0","72","41"
"GME00123970","HOLZKIRCHEN, GM","2006-05-04","0.00","0.0","71","43"
"GME00123970","HOLZKIRCHEN, GM","2006-05-05","0.00","0.0","69","40"
"GME00123970","HOLZKIRCHEN, GM","2006-05-06","0.00","0.0","67","42"
"GME00123970","HOLZKIRCHEN, GM","2006-05-07","0.00","0.0","66","39"
"GME00123970","HOLZKIRCHEN, GM","2006-05-08","0.03","0.0","68","40"
"GME00123970","HOLZKIRCHEN, GM","2006-05-09","0.02","0.0","52","43"
"GME00123970","HOLZKIRCHEN, GM","2006-05-10","0.00","0.0","62","42"
"GME00123970","HOLZKIRCHEN, GM","2006-05-11","0.00","0.0","67","39"
"GME00123970","HOLZKIRCHEN, GM","2006-05-12","0.00","0.0","74","38"
"GME00123970","HOLZKIRCHEN, GM","2006-05-13","0.93","0.0","68","49"
"GME00123970","HOLZKIRCHEN, GM","2006-05-14","0.20","0.0","59","44"
"GME00123970","HOLZKIRCHEN, GM","2006-05-15","0.11","0.0","73","41"
"GME00123970","HOLZKIRCHEN, GM","2006-05-16","0.49","0.0","72","53"
"GME00123970","HOLZKIRCHEN, GM","2006-05-17","0.00","0.0","72","51"
"GME00123970","HOLZKIRCHEN, GM","2006-05-18","0.34","0.0","76","53"
"GME00123970","HOLZKIRCHEN, GM","2006-05-19","0.13","0.0","67","49"
"GME00123970","HOLZKIRCHEN, GM","2006-05-20","0.07","0.0","64","46"
"GME00123970","HOLZKIRCHEN, GM","2006-05-21","0.02","0.0","62","48"
"GME00123970","HOLZKIRCHEN, GM","2006-05-22","0.11","0.0","82","44"
"GME00123970","HOLZKIRCHEN, GM","2006-05-23","0.07","0.0","55","46"
"GME00123970","HOLZKIRCHEN, GM","2006-05-24","0.00","0.0","56","44"
"GME00123970","HOLZKIRCHEN, GM","2006-05-25","0.09","0.0","60","42"
"GME00123970","HOLZKIRCHEN, GM","2006-05-26","0.49","0.0","65","51"
"GME00123970","HOLZKIRCHEN, GM","2006-05-27","0.13","0.0","65","55"
"GME00123970","HOLZKIRCHEN, GM","2006-05-28","0.87","0.0","63","51"
"GME00123970","HOLZKIRCHEN, GM","2006-05-29","0.54","0.0","56","43"
"GME00123970","HOLZKIRCHEN, GM","2006-05-30","0.40","0.0","49","36"
"GME00123970","HOLZKIRCHEN, GM","2006-05-31","0.26","0.0","49","37"
"GME00123970","HOLZKIRCHEN, GM","2006-06-01","0.15","0.0","49","36"
"GME00123970","HOLZKIRCHEN, GM","2006-06-02","0.00","0.0","50","36"
"GME00123970","HOLZKIRCHEN, GM","2006-06-03","0.07","0.0","59","42"
"GME00123970","HOLZKIRCHEN, GM","2006-06-04","0.35","0.0","56","42"
"GME00123970","HOLZKIRCHEN, GM","2006-06-05","0.23","0.0","58","40"
"GME00123970","HOLZKIRCHEN, GM","2006-06-06","0.00","0.0","55","44"
"GME00123970","HOLZKIRCHEN, GM","2006-06-07","0.00","0.0","60","38"
"GME00123970","HOLZKIRCHEN, GM","2006-06-08","0.00","0.0","64","37"
"GME00123970","HOLZKIRCHEN, GM","2006-06-09","0.00","0.0","69","38"
"GME00123970","HOLZKIRCHEN, GM","2006-06-10","0.00","0.0","70","45"
"GME00123970","HOLZKIRCHEN, GM","2006-06-11","0.00","0.0","70","44"
"GME00123970","HOLZKIRCHEN, GM","2006-06-12","0.00","0.0","78","45"
"GME00123970","HOLZKIRCHEN, GM","2006-06-13","0.00","0.0","80","47"
"GME00123970","HOLZKIRCHEN, GM","2006-06-14","0.00","0.0","83","50"
"GME00123970","HOLZKIRCHEN, GM","2006-06-15","0.01","0.0","86","56"
"GME00123970","HOLZKIRCHEN, GM","2006-06-16","0.79","0.0","85","58"
"GME00123970","HOLZKIRCHEN, GM","2006-06-17","0.15","0.0","78","57"
"GME00123970","HOLZKIRCHEN, GM","2006-06-18","0.02","0.0","82","59"
"GME00123970","HOLZKIRCHEN, GM","2006-06-19","0.15","0.0","84","57"
"GME00123970","HOLZKIRCHEN, GM","2006-06-20","0.17","0.0","84","56"
"GME00123970","HOLZKIRCHEN, GM","2006-06-21","0.75","0.0","84","61"
"GME00123970","HOLZKIRCHEN, GM","2006-06-22","0.10","0.0","79","58"
"GME00123970","HOLZKIRCHEN, GM","2006-06-23","0.00","0.0","74","58"
"GME00123970","HOLZKIRCHEN, GM","2006-06-24","0.00","0.0","83","56"
"GME00123970","HOLZKIRCHEN, GM","2006-06-25","0.12","0.0","85","60"
